CS1	CS2	CS3
Otu1	0.566726076322032	0.0275688517073168	-0.00310993917480488
Otu10	-0.126432440015546	0.111118701629944	0.022906293687718
Otu100	0.0744497754977873	0.0156144959646232	0.0921236931746445
Otu101	-0.0128249440046513	-0.0110812302425543	0.00928288202855409
Otu102	-0.0450826208683558	-0.0491037526612205	-0.0676833676642755
Otu103	0.0536248253061935	-0.00392822334934432	-0.100919604540205
Otu104	-0.0229119204833796	-0.0900590780200474	-0.0284371275994643
Otu105	-0.0368641167864636	-0.0852509226582499	0.0239560011602479
Otu106	0.0551917657327244	0.00799420414882168	0.0995008568825161
Otu107	-0.00347667348015895	0.00415273042960052	0.00790789282757748
Otu108	0.0183565849258783	-0.00307167985464053	-0.0637238913563769
Otu109	0.0247555136431318	-0.0445356350397226	-0.0720447812126758
Otu11	-0.184769073731405	-0.251365152404058	0.0735090090848598
Otu110	0.0441539377790528	-0.0108968926342316	0.0456364081400161
Otu111	-0.0449630129323139	0.0371007201118165	0.0338432757047908
Otu112	-0.0187738404694849	-0.0324285816426805	-0.0137438440967237
Otu113	-0.0054821864959082	0.0149271455753165	-0.00670956142999555
Otu114	1.9687469816032e-05	-0.00691443380643546	-0.0267907614123671
Otu116	-0.0405142516571024	0.00836048541845103	0.0205795281853885
Otu117	-0.0113277995126409	-0.0804805684739665	-0.0200630434401944
Otu118	0.0288931219743793	-0.0242840551374656	0.0396356152756868
Otu119	0.0408287793533811	0.0129771209261699	-0.0433203590853473
Otu12	-0.0170623438760384	-0.199182654614292	0.0875666490811088
Otu120	-0.033376565753803	0.0683851645570448	-0.0205118266719635
Otu121	-0.00668112822054196	-0.0154505897563893	0.00434170487062474
Otu122	-0.0329523486582015	0.0794365943676004	0.0137583381939272
Otu123	-0.0263231657095689	0.0559467912578884	0.00390105585823783
Otu124	0.00868723751396033	-0.000397543799671312	-0.0123139670832661
Otu125	0.00691832190556243	0.0289354945973624	-0.0567571609172281
Otu126	0.01715746723125	-0.0145280221113185	0.000509228330739918
Otu128	0.0212968687652049	-0.00131655689974044	-0.0359655009053299
Otu129	0.00509329245892398	0.0162136474351188	-0.0323872553673154
Otu13	0.00809794034403076	0.00675482204400959	0.0214264052639046
Otu130	-0.00999217060456719	-0.0305896006067892	-0.0017684099362999
Otu131	-0.00352522573065354	-0.0179634302860651	-0.0125919991989349
Otu132	0.00527190291654656	0.00482557583445638	0.000758511644003614
Otu133	0.00150494233058408	0.0160589424099185	0.0327342372929581
Otu134	0.0318363724444093	-0.00249234599236113	0.0965981514852773
Otu135	0.0165085500335168	-0.00264944547256897	-0.0553994744622175
Otu136	0.00104004480875358	-0.0225427607720084	-0.07150571437387
Otu137	0.00858835847755058	-0.00266197897537859	-0.0329496971644602
Otu138	-0.018478831742021	-0.0419452986050985	-0.0480555693040466
Otu139	-0.0208474921453321	-0.0524383490363882	-0.0189823793443367
Otu14	-0.117083449014812	-0.305949621585191	0.0498497674228307
Otu140	0.0235728323239105	0.00689249382159147	-0.0224535188095764
Otu141	0.0149467865464984	0.039092269590405	-0.00961617139340146
Otu142	0.0425159921884068	0.00458004198775244	0.0490781548175419
Otu143	0.00957505387203217	-0.00901984838173849	-0.00782835795768393
Otu144	-0.00898443370859313	0.00291030561154773	0.0151335863788766
Otu145	0.0028874828567024	0.0170792625785674	-0.0271591653950596
Otu146	-0.0102852824189542	-0.0246881981393906	-0.0502526022525598
Otu147	0.0138873014314127	-0.0206337995638302	0.0163947393389443
Otu148	0.0191541178031587	-0.0161509510875282	0.029609874028559
