CS1	CS2	CS3	CS4	CS5	CS6	CS7	CS8	CS9	CS10	CS11	CS12	CS13	CS14	CS15
Otu3	-0.270885441304455	-0.287780962859059	-0.0303649646440079	-0.0776425488602021	0.0178241120750254	-0.100326403437719	-0.0309622861656707	-0.239698429318784	-0.232407650287652	-0.0802295808360825	-0.021672152434984	0.0443216418472393	-0.038193406589388	-0.21119705428518	0.0797053432645808
Otu23	-0.0872567857878096	0.0940369513975248	0.0235287852170388	-0.152496522358609	0.039985226685857	-0.00121565237650356	0.0514372197767537	0.101756555563525	-0.0230402569328843	-0.153699036072656	-0.00273724956098849	0.0211807566413549	-0.168993255472844	0.00251001771425013	0.0607903470505929
Otu597	0.0132224765979414	0.0013033135130441	-0.000323706177955825	0.0138210369722495	-0.2426528024519	-0.0128436623223719	0.188819226000495	0.107960560393576	-0.124379496882062	0.0681461881106361	0.0973249092923424	-0.0393821005072709	-0.0883092858050418	-0.131090730496654	0.00716944490909536
Otu629	0.00836005866241626	0.029315753186636	-0.0707341190111222	0.00211002573601512	-0.020303050618669	0.0615847174401502	0.0353653485571883	0.0803266927531613	-0.0570674249063175	-0.0108154122735907	-0.0547832778899488	0.105854520645417	-0.0578091517600728	0.0525363421590791	0.0585517067786863
Otu274	2.83287453927397e-06	-0.0113763520555026	0.0210311126010036	0.0232403620019154	-0.00132257908725683	0.0897557430906249	0.0124470080632369	0.0933992757881762	0.0818992600769246	0.124538986771376	-0.0195845178295846	0.0352270629563496	0.086951103750625	0.0183109923778572	0.0464065403422237
Otu11	-0.0453085480845836	0.208352429309458	0.168207451427338	-0.197763187495794	0.0987120162974181	-0.164899227642901	0.196753477047773	-0.166333637006752	-0.25560557673413	0.0114724947146433	0.0740049343874662	-0.119052831420332	-0.0156117410420935	0.190924664042488	-0.156636474317035
Otu101	-0.0424988171129535	-0.0244082246569534	-0.0142743164382147	-0.0651483803092697	-0.0556590197113764	0.0330259770768812	0.0137992371899175	-0.0786463856098534	0.0916424097719425	-0.0166169613773125	0.0307479181004113	0.0292600248658163	-0.0118825900512824	-0.00426678313392485	0.0274246229175272
Otu590	-0.00162223474830606	0.00265200147215206	-0.0181124808049916	-0.00176022976036124	0.00284716270237966	-0.00508887301981402	0.000978179776225398	0.0254481221233044	0.0160260899354561	-0.0564776197266554	0.01501738754817	0.0400617015306063	-0.0161167911370493	0.0473577215170782	0.0360306656170697
Otu72	-0.0485047316045576	0.0208280889337984	0.0356402107927197	-0.00808280191144774	-0.012308912600813	0.0413316403332414	-0.0459776370349168	0.023332736020918	-0.0368742055212268	-0.0101946954143049	-0.0470926409710165	0.0560145601311157	0.0176972890488138	0.0747098814962846	0.087985322153975
Otu89	-0.0118620713404249	0.0881111680555093	-0.0675321285137074	0.0678728036113618	0.000810584300739879	0.0223361956830556	-0.0396099597230356	0.0370255999156834	0.0218926880962908	-0.0646937838854792	-0.0419643099250553	0.164948033310732	0.017906499366147	-0.0373981689369642	-0.1214482774435
Otu154	-0.00680046347148566	0.00625093331809602	0.0472024540502003	0.00972577248625531	0.0103162763073756	0.0157824000738755	0.045463175694474	-0.0233138832498144	0.00160958087160843	-0.00990518621810466	-0.0214509905471939	0.0257553862915709	0.0474933085504865	0.055927412638841	-0.0212674384108684
Otu119	0.0450833591758945	0.0673605611693496	-0.0563116778894309	-0.0367826123454211	0.0132588977922483	0.0412627891795929	-0.0788878762020382	0.0210860320414509	-0.023710140354305	-0.00255683745269885	0.0522156305132443	0.048949997270941	-0.0797491042420656	-0.0181040060301631	0.0504993011036757
Otu606	0.00194316126555619	0.00475968225036985	-0.00348949527121353	-0.00461391058684637	0.00318532419140715	0.0177664684027999	0.0172651300097645	0.0220554394231178	0.00522848450567828	-0.0100785597765598	0.0147511250578129	-0.0150862846952518	0.00724732475587556	-0.000742158954608422	-0.0339268063316469
Otu10	-0.0232479341849787	0.158461912159171	0.0671622194633206	-0.151148533938547	0.107891074768097	-0.133447926207828	-0.316579366459552	0.128213253156781	-0.104136701901447	0.215861788467513	0.134005681822613	-0.13325922854978	-0.0683098215150098	-0.124894532357265	-0.0619665724652108
Otu602	-0.0208729511719964	0.00846508373618221	-0.00109381138714242	-3.44069384079584e-05	0.0249278890153733	-0.0103206477245838	0.0126338873272788	0.00579365888950759	-0.00399523116545147	-0.0134685092398416	0.0284959168901428	0.0622316298747112	-0.0350913368250362	-0.0450661986695701	-0.064371937254591
Otu102	-0.0576025073197688	0.0243929699571007	0.0764202277025645	-0.0466975025736418	0.0182239292157866	0.101832106369425	-0.00395521685658974	-0.0388382552979546	0.0479557760907844	-0.0145427544914321	0.0399653945772563	-0.0277033287496485	-0.0511536464428042	-0.00458217636471994	0.0320584795618916
Otu12	0.0729267160230798	0.257855699261123	0.0542981723855425	-0.0439350600759023	0.13951098851947	0.0727157248164383	0.0970141554881835	-0.015772221866454	-0.190046822522015	0.102546928752081	0.0480364121266517	0.0930197688295266	-0.00272298577350167	0.0249917214444666	-0.0331512827939776
Otu332	-0.0380008867151824	0.0458060399346578	-0.0713794210814517	-0.00442165628275549	-0.00976293629824301	-0.0332474353559258	0.0570423923963752	0.143195791054486	0.0495920892720662	-0.0778309167455865	0.048520894956378	0.0093587188085445	-0.00830448956388522	-0.000108130634831456	0.0963109162162299
Otu158	0.00875633420673382	0.00528928294552349	-0.0138662073068686	0.0280153708201517	-0.00915854415277566	0.0425913658726683	0.015181406809005	0.0619854201594337	-0.0506371868790816	-0.0131998935999084	0.0242540372118585	0.0692122317791892	0.0481515950025113	0.010366279091797	-0.0196388856225869
Otu536	-0.035123164809276	0.0193042322122797	0.0591206774883445	0.0219748094696394	0.0183950251151784	-0.0156800129785838	0.0378176339637113	-0.018120228131922	0.0334320208029765	0.0204193905533245	-0.0117715024486224	0.0387763404162684	-0.00347647297623535	-0.0355792440384189	0.0575657774325903
Otu132	-0.0169731282729242	0.00856652531924434	-0.0342606412025174	0.0122930964759602	0.0338210334716431	0.0414227170838641	-0.00155381826224978	-0.0236558559922633	0.019579206358183	0.0547230491557633	-0.0301970756787026	-0.05947492092182	-0.0384015095988554	0.00491511477606965	0.00776537624393661
Otu168	-0.0210141022785649	-0.0119454707274758	0.00962405944308847	0.02430784345559	0.012549159558936	0.0300036213442003	0.0161516745460515	-0.0369479197455016	0.0341973493988964	0.0399955320888755	0.00945854308768404	-0.0245447387529769	0.0273455840505462	0.0287459968325861	0.0106661590650082
Otu65	-0.00997815137493022	0.0398009328260817	0.0567607118906373	-0.0680226038256179	-0.0445976388169892	0.0158927680150731	-0.0274557022049958	0.0213554385571189	0.0448395392594703	0.00374944669220491	0.0181908485821556	0.0868616998670095	-0.0234978307291302	-0.0546924221471484	0.0832729524841553
Otu33	-0.038866719639788	0.0627868647637909	-0.123959502233033	0.168549246858695	0.00675825902613106	0.0347609298824606	-0.0620398487559069	-0.100043125675856	0.00384100949235987	-0.0200443040280384	-0.0331398583436449	0.0702192400067321	-0.00810016173948424	-0.0961401059639508	-0.263977725975605
Otu134	0.0229187774585578	-0.00987886753652063	-0.0161216636743038	-0.0366847292946431	0.00738691980385293	-0.00987769447749279	0.0569659669024732	0.00144757491578429	-0.0368841166144311	0.0324443652225551	-0.00391918491539001	-0.0141640804425088	0.0739372303967946	-0.0481776802936421	-0.0279001411732646
Otu30	0.0463855740925169	-0.00118580699174785	-0.0871278997637921	0.176997694831265	-0.0489134460344905	-0.0044210144434519	-0.0631885825619846	-0.112490720957241	-0.000606158132131024	-0.0475336909812979	0.117557632868089	-0.126298284566855	-0.161376137348721	0.0139120515693122	0.0364123146548625
Otu71	-0.0428939835298696	0.0266869867453464	-0.0692891218812417	-0.0463748580249985	-0.00213241317853786	-0.00074263664720562	0.0201575196263487	0.0562733566471006	-0.0991944394824644	-0.0180656931474216	-0.0104019798869603	0.00809095408072693	0.00596385311690202	0.00979360675418136	0.0877291669273932
Otu167	0.00835020866162855	-0.0157661180100669	-0.0138843004424915	-0.0141396214917673	-0.0178995199949412	0.0467646361107316	0.0255588451478897	-0.009737433859781	0.0557940388164885	-0.0371781390773778	-0.0133172602021103	0.0121690550079098	-0.00891033754208572	-0.000641513176183311	-0.00831841811378703
Otu80	-0.00277154170075027	-0.00143514544867141	-0.00628292398326143	-0.0843153888571005	-0.00792794509288771	-0.0547023237756145	-0.0696167768424106	-0.0303307566637678	0.0686411339959769	-0.0563045798049809	-0.016255527464958	-0.0605787901056769	-0.103482850485049	-0.0079593627062244	-0.0419171473759651
Otu607	0.0225389202284126	0.0744500557154633	-0.0233847090501808	-0.0510535448839645	-0.0235435259258266	0.0183686462241239	-0.0721004485465902	0.0386379553142309	0.00872502455850255	-0.0725830798247223	-0.0997649942594092	0.0284678322840948	0.103716446485196	-0.0238708898925823	0.042210296747227
Otu136	0.0187841783806372	-0.0263574608935923	0.0466470456219642	0.0563274953559968	-0.055122046582321	0.0702508028878796	0.0324007227453777	-0.0383091956794792	-0.0660818522700606	-0.00856564285772442	0.0703523354136771	0.0244761726652141	-0.0297107384655603	-0.0339740842963748	-0.0261312629428607
Otu61	-0.0105295822695603	0.00981787013232633	0.0152332252083399	-0.0248113186032779	-0.00867690592602205	-0.00375188177706399	-0.0450815794674804	-0.126330119245119	-0.0457769998369756	0.0164652635994108	0.0246654236137005	-0.031489675737162	0.0569253231300091	0.0121055258884068	0.0056376817993673
Otu110	0.00761093768371514	-0.006528118564105	-0.0205901331530126	0.00910788840873395	-0.0371829940133031	0.0163024710592502	-0.0312974766114381	0.00900436626365022	-0.0284210458499732	-0.0546937732686975	-0.225505973164454	0.0935048681524649	0.0294698214419641	-0.0449993247049522	-0.0991504175152455
Otu40	-0.0485482017449428	-0.0335622347204156	0.00295705115015014	0.0410488791496059	-0.016858254921224	-0.026106429948859	-0.0842730997615001	0.129235274359655	-0.0457991133669061	0.106288997466483	0.0297952765040747	-0.100272697256367	0.124004784140539	0.129822138880968	0.144077994392867
Otu352	0.0027921304517469	-0.0144546478058743	-0.00395927607329265	0.0143627198885039	0.00917377402839534	-0.00403843200110641	0.0104952907458786	0.00529150546344412	-0.0131842880656853	0.0016433614838376	0.0134987918671008	0.00688715161654522	0.00748423589880677	-0.00351047698902488	0.00366056856876285
Otu31	-0.0314810071016729	0.0717989833392086	0.170015838706662	0.0331405907939452	0.0388914414555785	0.0826263588766741	0.113403940203195	-0.108664382346957	0.111671135987322	-0.00595786160911174	-0.0265255950125116	0.0177823264487262	-0.0693138852384497	0.0231516124816375	0.161972250365034
Otu58	0.0360492409331926	-0.0231347330181472	0.064902149103968	0.0549144605755489	0.0674975498333502	0.0688469068942238	-0.0142354423938718	0.0254872728155956	0.0738153436640449	-0.131232869935806	-0.0754118837146965	-0.10067668182801	0.0125707018393095	0.0614085599758013	0.0706937804831236
Otu94	0.0172472253041828	0.038472123867288	0.0699670387382055	0.00721738962641069	0.00808806891851509	0.109757823562221	0.0577745518917067	0.0128068691994325	0.0370351184818975	0.06282225526176	-0.100795902131851	0.0627823649822838	0.125300750790883	-0.038715211437989	0.0558038211081136
Otu117	-0.011892402939843	0.0364527189133232	0.0193161793305508	-0.0260652162478724	0.0222821602522427	0.0188664935013901	0.0522949616123874	-0.0284268315320287	0.0852702013814776	-0.0250145619854762	0.0103803011576381	0.0361391488286051	-0.0493091529843397	0.0714905678180122	0.0134962540658097
Otu54	-0.000798336668576197	0.0829718754705215	-0.0537426564873197	0.0317806315334888	0.0804096720685223	0.0237686807621789	-0.0632839180026321	-0.0600408030400836	-0.14189344854432	-0.0498344498093637	0.0203442709834732	0.126434163998565	0.0203233190996481	0.187841751755927	-0.106442972336093
Otu35	-0.0589568538567705	-0.0121730272893464	-0.0354457694660416	-0.115407691165768	0.0662879984289824	0.149455880650563	0.000212626003482758	-0.00805255973641091	0.0488422773355849	0.131656164192028	0.0801273233890214	-0.0722639092512325	-0.0661542822367909	0.0837095343040211	-0.0350462978571243
Otu238	-0.0205205196649222	0.00232652979947757	-0.0142652517553201	-0.00418079659414281	0.00092136236674467	0.00533815263248502	0.0108558950757129	0.0196781210456798	0.0240448956801466	-0.0217071668699091	0.0139322696529313	0.0191301479755133	-0.00918318615988416	-0.0227502780598269	0.00491106242264844
Otu73	-0.0547466504642344	0.0223190988989783	0.0570434601049684	-0.0139828660918906	0.0318734463251973	0.0232407972367995	-0.0199099092013231	-0.0101158522517759	0.0215655222102417	0.0459206306981925	0.00436464246164443	-0.0976040982887635	-0.0802750204182807	0.00979345481774296	0.0495801219508095
Otu97	-0.0101206897669617	-0.0235742136599365	-0.0553141745169869	0.000339801498518263	-0.0676048768431448	0.00869949697206811	0.047021044681695	0.00844912918549085	-0.040607600322574	0.0483896230613181	-0.1073720582702	-0.050203700122304	-0.0614613855129317	0.00180778925609945	0.0318092201368244
Otu666	-0.00330510060606109	-0.000398510031268063	0.0124402027260209	0.000931279056434512	0.0141050676166854	0.00389488023020894	0.0128305499697712	-0.0045707490770285	0.00804665333692916	-0.0113214524611447	0.01440114583735	-0.010613458093901	-0.0181616348677471	-0.0263161725469291	0.00598466979038567
Otu145	0.000338136294219855	0.0435893287060868	-0.0555790969927582	0.0249279916280688	-0.000497429472548312	0.0349990083513724	-0.0481365131210186	-0.00276526812853884	-0.00239219533277367	0.0292481975142885	0.0589995680047153	0.0344882838841357	-0.0643775890076872	-0.0414718875264556	-0.0221782799508771
Otu296	-0.00846488285523561	0.0165116968302931	-0.0135327704354794	-0.0127881523438421	0.0130903533534023	0.0154051459685621	0.0185949131477342	0.00802493295563516	0.00267227885205428	-0.0159515789472031	0.0108835589395215	-0.00870965836889584	0.00644602248554834	0.00616276745310211	-0.000992139785564311
Otu201	-0.00113860529699277	0.00771925854829142	-0.0184426398940985	-0.000303764160393129	0.0208487587597771	-0.00461807855110882	0.00975390059584949	0.0672687388747172	0.015493727052625	-0.0215734961882849	0.0230575167191431	0.0252959415834435	0.0230022296204367	0.0246068411453409	0.0450228075126447
Otu551	-0.000301263698637921	-0.0100967167380295	0.00530557422416829	-0.00846352389849786	-0.000951364845059129	-0.0166780436311405	0.0446104635626369	-0.0151484128019808	0.00993468805191835	-0.0395743124881985	0.0284795121452811	-0.0121036638844669	-0.0030532685826917	0.0485216530217979	-0.0222229033902289
Otu156	0.0106266173187623	-0.00123326101549835	0.00480903821002975	0.00902804444210584	0.0269734894499308	-0.00956124610508468	0.00978045281130123	-4.1962272334413e-05	0.00862499275921172	0.027242837468842	-0.00323364468054082	0.0280862906433068	0.0551639280839867	0.0550958528075723	0.0508049537478353
Otu51	-0.0333967687970242	0.0251083454286348	-0.0879895680065748	0.142957666833154	0.00428430832076516	0.0688095050561922	-0.110994110478255	-0.158289690221819	0.0297603883476065	0.0657587921615177	0.0103995612132099	0.0816731402227669	-0.00255052183130054	-0.145572541456474	0.0275712582859578
Otu144	-0.0310448380942055	0.0196911975274253	-0.016699472930737	-0.0412808603067224	0.0276398276581595	-0.00140834775457364	0.0135265097060705	0.00868329373519478	0.00900525558027379	-0.0554627594755297	0.019283246858999	-0.00890743774468588	0.0296174163681601	0.00320113195547566	-0.005014790291994
Otu218	-0.0184217817512546	-0.00910189880847111	-0.00755985415322084	-0.0283605951954665	0.022844843045629	0.0019457204276609	0.0322323443808427	-0.00948015333911	0.00488671027600545	-0.0288687503179974	0.0352144054180326	-0.0217328010452905	0.0399054782473201	0.0010262888366478	0.0332788986157915
Otu250	0.00956813667463935	-0.0715874491067913	-0.0325680053818742	-0.0107005655418988	-0.0266413348053916	-0.0309582695048758	0.031038132121018	0.0472922446396825	0.0284602560267421	-0.0013184145822906	0.0465235279632112	0.0246988826601161	0.0806602874833447	0.105779720564815	-0.0216292924220265
Otu314	-0.0171264307365226	0.00201862201140796	-0.00396575279082811	-0.00177200982042749	0.00733831696291362	-0.00665179574633311	0.00938241197199475	0.00892357589912145	0.000174278411926527	-0.0116642954906654	0.0247754903599265	-0.00725846590002844	0.0184457491760556	0.0136673208828374	-0.0155126144840291
Otu69	-0.0466563367336701	-0.0341180817483292	-0.0527911888517968	0.0820399371365078	0.00787375654350293	0.0263015893722425	-0.0749525203345156	0.0852298965990843	-0.0958237276932552	0.00922089629507234	0.0298626732145341	0.121500972432436	0.0940579745247933	0.0736644079196043	-0.0417471754897657
Otu307	-0.010006373448703	0.0137395791471824	0.00245651923520874	0.0162956483995408	0.0197197416686406	-0.00510225474584608	0.0217903539994978	-0.0112044630974266	-0.00125355070831005	-0.0326989240225941	0.0251936088601391	-0.00399432584607483	0.00472776152792246	0.0292999965891083	0.0172188931984539
Otu196	0.00984196696690486	0.00273504131566457	0.0090460251687974	-0.00569073289950741	-0.0490613378957847	-0.018436377899489	0.0630821176451777	-0.00992418364300927	-0.00516724815782876	-0.018319561646957	0.00342174094505351	0.0127064787109736	-0.00216619948093622	0.015672795380105	0.0253684511847184
Otu368	-0.00932121243662499	0.00734454935394436	-0.0179571227382023	-0.0085904736444833	-0.00454458006709638	-0.0110616353700485	0.0102329520366803	0.0224160115691705	-0.00288627140709325	-0.0149928561610314	0.00152074748768904	-0.0150518256693238	0.00159497079506717	0.0171902526644063	0.0235501686026376
Otu308	-0.00224153063244612	0.00820378107828151	-0.00476497873087933	-0.00565935116179733	-0.0122714101336246	0.00699357269022283	0.020691540221772	0.00346681054318095	-0.00954104436248079	-0.0163124434066977	-0.0167874536032251	0.0239670842450381	0.0345289210305513	0.0112172629922496	0.0271410124338324
Otu150	-0.00082005903297156	0.0208368961750962	0.00923251297667347	-0.0164898207378506	-0.0256361522461386	-0.0242461712424223	0.00421903022430867	0.0107670256807596	0.00261324029864152	-0.010581422058472	0.0736051662622571	0.0193974346553501	-0.0456240713931165	-0.00860682263552768	0.0159853017436513
Otu656	-0.00968884886605931	-0.00925334806119219	-0.00746941456518407	-0.000604597875155897	-0.0233289170936233	0.0380546537639612	0.0305929058289075	-0.00740217851608235	0.0259715867862013	0.0216470015946238	0.0117837868795829	-0.00919894093800698	0.0149307035119785	0.0037348965999786	-0.024954806903977
Otu260	-0.00527726562100753	0.0236662399214013	-0.00851886926141583	-0.00470777054644134	-0.00643006392055587	0.00896823933312914	0.0108208104311947	0.00117835459989348	0.00764196713582969	0.00268178247267589	-0.0139416561592725	0.0156060130212601	-0.00176001922536481	0.00332394992856088	0.00325053807169506
Otu147	-0.0213283179808171	-0.0165845497025964	-0.0161570106219095	0.0110118749611384	0.0141869958857896	0.0311456791438226	0.060546484908948	0.0152830187784823	0.0100404404090562	-0.0171402485502917	-0.0599661436885869	-0.0125839788980926	-0.00814885179979272	-0.0291793132202565	0.0599083743903248
Otu169	0.0240160070356374	-0.0427053700295874	0.0107624956061036	0.00740602445811225	-0.0232889318862243	0.0316343952881361	0.0686184522556171	0.00952074724372983	0.0195360559844868	-0.0145385248858512	0.0696319625853877	-0.0165798719568189	0.0120324207089985	-0.0319207907376446	-0.0577340102795687
Otu153	-0.0240953100186299	-0.0268234325131512	-0.0306425689472117	0.0122524054570987	-0.0152798596367149	0.0442323118623597	-0.00264481607894442	0.0103483287238217	0.0233961321980867	0.0186795825546691	-0.0475231287686768	-0.00507745796942455	-0.0254896269573459	0.0105356424724571	0.0407299007566025
Otu43	0.0822253656397795	-0.113971600154684	0.0403279570518936	0.144574929844129	-0.110817517748613	0.0786279715078938	0.0752963228218136	0.11642501038726	-0.108366909676939	-0.0975585350581627	0.00565896071384915	-0.102844085655377	-0.00281154122947794	0.0266468289024562	-0.0143638398825092
Otu188	-0.00788722243323722	0.0205206103850889	0.030955872073506	0.0118585132461681	0.0160304764431978	-0.0134731152590315	0.0402236166200543	-0.0101714181158051	0.0225132557919622	0.00604741733204438	-0.0364855331125032	-0.00252403631157573	-0.000839182994374077	0.0086399417663897	-0.014596504743121
Otu247	-0.0097050869342387	0.0165556244870443	0.00883162432608005	-0.000986639054052228	0.00492759585887795	-0.0122573054635756	0.0215811345702384	0.00179676896457354	-0.012204750568219	-0.00112654928887318	0.0106603294916857	-0.00120826054329611	-0.00855887917627207	-0.0156081862139948	0.0029122617111761
Otu26	0.0411305352215865	-0.205359582684333	-0.0181020458696844	0.00230714118943462	-0.0734876421988299	-0.152389170438563	0.0147408961327128	0.0704910386764176	0.00637282194158602	0.0408843867191225	0.0880006088802326	0.17900377297521	0.00478040823256926	-0.0826288242596881	0.059249915216958
Otu120	-0.0198561684126764	-0.0282177951005313	0.000113534961292356	0.0060484744542023	-0.00663268693833674	-0.00515439687251321	0.00268231716112746	0.00761857242157974	-0.0784950736964407	0.0119700815507694	0.0762921268662751	-0.0807873486334908	0.0401842803455155	0.0471431443898234	0.0496705751345122
Otu29	-0.0605757899545234	-0.184672811168695	-0.0624837405008137	0.0314930794260119	-0.0271459669712075	-0.200967083293091	-0.131579136239756	-0.137588415500908	-0.0291833078403754	-0.00799043988124222	0.108006305536982	0.0242605781706548	0.0875034097643372	0.206473361720944	0.101467803462838
Otu613	-0.0413886711821969	-0.013477099121932	-0.0306191522256443	-0.0188767906896227	-0.0178045881525348	0.0492238324366416	-0.0460429500881553	0.0247394880637525	0.000678270859039305	-0.0124112304229578	-0.0185538278362624	0.00832545107522603	-0.00997788424587299	0.00877841262655597	0.0328426067455427
Otu183	0.00187549837396231	-0.0311208197204666	-0.0111377175877071	0.0090589000483806	-0.0135950877037505	0.0217734026794959	0.0148240506101348	0.045747815689051	0.0132800089864592	0.0408278421489461	-0.027691357705655	0.0113288900723388	0.0423053352728563	-0.0266946812107335	-0.0144359081682704
Otu409	0.000635036725215333	0.0179235842917151	-0.0108458018343376	-0.00508185286243497	-0.000709706744051831	0.0266933309469511	0.0110500246232197	-0.00382917398536808	-0.00185306320248196	0.00584231555881856	0.0210560926609756	0.0170522105249626	0.0247588266539418	0.028936101204284	-0.00306599744760106
