CS1	CS2	CS3
Otu1	0.303129269627869	0.348971697242576	-0.0279294201942121
Otu10	-0.0554774561495824	-0.00656143716889804	0.0105087132092835
Otu100	-0.0213820781745902	-0.0052427630361434	-0.00833653170271499
Otu101	-0.0424695681560641	0.022107668235488	-0.0326462667489556
Otu102	-0.103848435368555	-0.0498295165142775	-0.0257646642360571
Otu103	0.0715557736252429	0.00319644621037956	-0.0292820842643688
Otu104	0.0599047959379442	-0.0553394010406543	0.0421503464067738
Otu105	-0.0379962983840248	0.0822224381635233	0.0979272143194477
Otu106	0.0487032172759069	-0.0711601749134267	0.0795475759628655
Otu107	0.00455387767891827	0.0202432447791311	-0.00827759035093863
Otu108	0.0614018893365238	0.0108926773904292	-0.0361818987644097
Otu109	0.055936268086868	0.0395416414147128	-0.0214776231922109
Otu11	0.013121299820124	-0.00706373709634705	0.134820879218304
Otu110	0.00948841525158871	0.00594405797914976	0.00657317781182088
Otu111	-0.030513240857953	-0.00231137379169695	0.0188161145845787
Otu112	-0.00695792231417215	0.0700100992168124	0.0426325972306726
Otu113	-0.0208375756652647	0.0124227336771424	-0.0412715050292693
Otu114	-0.0431837461990437	-0.0234880716660454	-0.0709173484684451
Otu116	-0.0665553244340936	-0.00867412954680737	-0.0210139473046463
Otu117	-0.0184183367612326	0.000284494195298107	-0.0877127928386519
Otu118	0.0175207101806231	-0.0461892632647816	0.0544951185364062
Otu119	0.0123412505020726	-0.0186396491127274	0.00122262256081351
Otu12	0.0116116734570611	-0.16195095245323	0.0659753751700065
Otu120	-0.00692594328025472	-0.0094051025046312	0.0608423546874444
Otu121	-0.0159129232830007	-0.0249100727516105	-0.0511669065303894
Otu122	0.0133899948498381	0.0295563216526935	-0.0276360833600701
Otu123	-0.0338135133886576	0.0636053926695776	0.0753657017094364
Otu124	0.00700213783396305	0.0094222880720925	-0.0152221955477226
Otu125	0.0153651768666422	-0.032746536783489	0.0486255564570207
Otu126	-0.0040054342160729	0.0390335516661378	0.0601549083724542
Otu127	-0.046513021889596	-0.0588393043844044	-0.0765561701429717
Otu128	0.0548671456533474	0.0197498090208687	-0.0459181682013243
Otu129	0.0248707504829061	0.028487651601944	-0.0681671516230027
Otu13	0.0866300925356313	0.0333088004324115	-0.0753839445369041
Otu130	0.0138834605834352	-0.0295188989152043	0.0497180588487212
Otu131	-0.00683325744492896	-0.00864411939721994	-0.0112469153439743
Otu132	-0.0396896547786759	-0.0223143101281297	-0.0442035359179727
Otu133	0.053668182240849	-0.017762770939649	0.0469233865342698
Otu134	0.025880015931733	-0.00983242009558145	0.0520529103558728
Otu135	0.0356181070329476	0.0479288001757474	-0.0774314649542364
Otu136	0.0164395493787698	-0.0648900622831868	0.0984475509669426
Otu137	0.0073885048009133	-0.0190773983568736	0.0510667624212063
Otu138	-0.0355423980038284	-0.0045873009990945	0.0284135244327209
Otu139	0.0128269000483646	-0.0235795589011989	0.0184381415599934
Otu14	-0.00770236104665186	-0.0177364420640293	-0.0144412090731991
Otu140	2.49344159952803e-05	-0.0184995086855362	0.00318730101698013
Otu141	0.0185470456242844	-0.0261365424294677	0.0333760301518093
Otu142	0.00833011231370683	-0.0192825657218276	0.0395699183836966
Otu143	-0.012127434455799	-0.0151289465053909	-0.0335261437926291
Otu144	-0.0317367886529303	0.0182381388083776	0.00595173651785839
Otu145	-0.0109800773803586	-0.0290586723401119	0.00477217230570004
Otu146	0.00107139737041985	-0.0134868568669413	0.0375593844996624
Otu147	-0.0335645701531356	-0.0110217629578491	0.00933323997260007
Otu148	0.0184997114908783	-0.0638788984805172	0.0539756141123222
Otu149	0.0214564824531604	0.0229420766524375	-0.0504494945510073
Otu15	-0.0446585457253933	0.136352262220805	0.0717808232957086
Otu150	0.0147147095170815	-0.00244146054082263	0.021782374805824
Otu152	-0.00172756598028658	0.00528408134979822	0.0160461587549987
Otu153	-0.0324787838588873	-0.016492367345651	-0.0316227133802351
Otu154	-0.00685763253047478	-0.0144046975094498	-0.0201202857408851
Otu155	0.0076126796960718	-0.0387018938624696	0.0714369945530084
Otu156	0.00487837948517976	0.0142518024783371	-0.0391778356772809
Otu157	-0.0275180336016914	0.0586706746803507	0.0601390077978636
Otu158	0.0123795547738582	-0.0485631667741449	0.0373542998179072
Otu159	0.0348627221757753	-0.0536065267898683	0.0426332405548596
Otu16	0.18396352068147	-0.167596929322406	0.163206081291123
Otu160	0.0393141390856246	-0.012190051193264	0.0480687462664973
Otu161	0.0351975907375736	0.0275079156787837	-0.0315976761249861
Otu162	0.0178832072551356	-0.0201147361963529	0.0285351629034069
Otu163	-0.00278966567019171	-0.00352894696648056	-0.0045915339621693
Otu164	-0.00718303941492199	-0.005602816835476	0.0214227222976887
Otu165	0.00628322148120096	-0.00150319315531464	-0.0208534564307676
Otu166	-0.0428311495935287	-0.033494988887485	-0.0450179193330096
Otu167	-0.000244265504994232	-0.0104412009834157	-0.029261490584121
Otu168	-0.0315934139354256	-0.013562414984096	-0.040079551059991
Otu169	0.0328975706865865	-0.0328912956650392	0.0340499442496618
Otu17	0.0433564045735954	0.0601160651777203	-0.027162602127276
Otu170	-0.00496213901338754	-0.0095244906284343	0.00188879315028194
Otu171	0.00116500963250048	-0.000927029941092701	0.0188381674059291
Otu172	-0.0417325218708827	0.00559579855628362	-0.00332761809124356
Otu173	-0.0234685804923615	0.0254766670810035	0.0293148053096112
Otu174	0.0108067503259063	-0.00384818409635607	0.0198457029974817
Otu175	0.0274546109868321	-0.00133463092156258	0.0069251864176051
Otu176	0.0188022578313047	-0.0233553901729972	0.0171772820288456
Otu177	-0.00268371900532831	0.00191640225563273	-0.0078308937466539
Otu178	0.0141974040710311	0.0197277844671594	0.0100173381292514
Otu179	0.0430753548957211	0.00489336979438125	-0.0216549022983494
Otu18	0.0643353032057051	-0.02308259329947	0.00888193742699483
Otu180	0.00757463662112276	-0.000215248718888238	-0.00234873554223243
